video_id,cor_left_hindfoot_angle_mean,cor_left_hindfoot_angle_std,cor_left_hindfoot_angle_max,cor_left_hindfoot_angle_min,cor_left_hindfoot_angle_range,cor_left_hindfoot_angle_mid_mean,cor_left_hindfoot_angle_mid_std,cor_left_foot_rotation_mean,cor_left_foot_rotation_std,cor_left_foot_rotation_max,cor_left_foot_rotation_min,cor_left_foot_rotation_range,cor_left_foot_rotation_mid_mean,cor_left_foot_rotation_mid_std,cor_left_knee_progression_angle_mean,cor_left_knee_progression_angle_std,cor_left_knee_progression_angle_max,cor_left_knee_progression_angle_min,cor_left_knee_progression_angle_range,cor_left_knee_progression_angle_mid_mean,cor_left_knee_progression_angle_mid_std,cor_pelvic_obliquity_mean,cor_pelvic_obliquity_std,cor_pelvic_obliquity_max,cor_pelvic_obliquity_min,cor_pelvic_obliquity_range,cor_pelvic_obliquity_mid_mean,cor_pelvic_obliquity_mid_std,cor_pelvic_rotation_mean,cor_pelvic_rotation_std,cor_pelvic_rotation_max,cor_pelvic_rotation_min,cor_pelvic_rotation_range,cor_pelvic_rotation_mid_mean,cor_pelvic_rotation_mid_std,cor_lateral_trunk_shift_mean,cor_lateral_trunk_shift_std,cor_lateral_trunk_shift_max,cor_lateral_trunk_shift_min,cor_lateral_trunk_shift_range,cor_lateral_trunk_shift_mid_mean,cor_lateral_trunk_shift_mid_std,_view,_num_frames,sag_left_ankle_angle_stance_max,sag_left_ankle_angle_stance_max_std,sag_left_ankle_angle_swing_max,sag_left_ankle_angle_swing_max_std,sag_left_knee_angle_stance_min,sag_left_knee_angle_stance_min_std,sag_left_knee_angle_swing_min,sag_left_knee_angle_swing_min_std,sag_left_knee_angle_swing_max,sag_left_knee_angle_swing_max_std,sag_left_hip_angle_stance_min,sag_left_hip_angle_stance_min_std,sag_left_hip_angle_swing_max,sag_left_hip_angle_swing_max_std,sag_left_initial_contact_angle_at_ic,sag_left_initial_contact_angle_at_ic_std,sag_left_heel_height_norm_late_stance_min,sag_left_initial_contact_angle_mean,sag_left_initial_contact_angle_std,sag_left_initial_contact_angle_max,sag_left_initial_contact_angle_min,sag_left_initial_contact_angle_range,sag_left_heel_height_norm_mean,sag_left_heel_height_norm_std,sag_left_heel_height_norm_max,sag_left_heel_height_norm_min,sag_left_heel_height_norm_range,sag_left_ankle_angle_mean,sag_left_ankle_angle_std,sag_left_ankle_angle_max,sag_left_ankle_angle_min,sag_left_ankle_angle_range,sag_left_foot_clearance_norm_mean,sag_left_foot_clearance_norm_std,sag_left_foot_clearance_norm_max,sag_left_foot_clearance_norm_min,sag_left_foot_clearance_norm_range,sag_left_knee_angle_mean,sag_left_knee_angle_std,sag_left_knee_angle_max,sag_left_knee_angle_min,sag_left_knee_angle_range,sag_left_hip_angle_mean,sag_left_hip_angle_std,sag_left_hip_angle_max,sag_left_hip_angle_min,sag_left_hip_angle_range,sag_left_trunk_inclination_mean,sag_left_trunk_inclination_std,sag_left_trunk_inclination_max,sag_left_trunk_inclination_min,sag_left_trunk_inclination_range
0001/0001-0001_backward_203-514_filtered_pose,-0.5115562087436791,14.871011817785297,38.744664518281986,-29.863635968575615,68.6083004868576,1.383245575545648,14.935553274910836,-20.038497699790952,30.826613532741618,53.932591150474984,-81.8271881892481,135.75977933972308,-15.699189724752578,29.234612494344443,-1.3937527056304055,1.9352913511845051,6.05063479294795,-6.334496374588879,12.385131167536828,-1.2965158657070812,2.185712734218849,1.2969604031627657,10.241154588611789,6.871155521175561,-176.3726930100296,183.24384853120515,0.7237933910455785,14.359450894303793,-7.14142539758288,6.539549849561067,10.3643421931231,-24.352868576861766,34.71721076998487,-5.92873544065169,5.915830591740658,-0.06106620162003587,0.05688095066846282,0.10300023488562532,-0.2061775815814866,0.30917781646711195,-0.05006117957011429,0.05239903473364106,45,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001/0001-0001_forward_0-127_filtered_pose,-7.515944334889002,12.272380721265709,21.805720586087023,-30.75213450224407,52.557855088331095,-8.126874382763274,12.442194132002424,-4.183450744368603,7.505132558162642,7.747808123997385,-20.705040595951736,28.45284871994912,-5.0255594082683945,7.487846875959765,0.5326670738837673,3.01975106508891,5.50029128297494,-6.776365819114619,12.276657102089558,-0.20492846897748784,3.5098114174986335,-55.08691516264928,169.27600773715903,179.97031548718417,-179.9990172280289,359.96933271521306,-72.31087495030299,163.31828844009058,10.363471220348105,9.177500102132228,28.383120450122092,-7.959971089063792,36.343091539185885,8.466908150168646,9.28438133152193,-0.08887246441740089,0.07827750852200611,0.0692406149298079,-0.23768252036320897,0.30692313529301685,-0.07279251140125227,0.07979384541803786,45,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0001/0001-0002_left_558-706_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,149,13.297783542451867,1.1871952297568384,8.153187776641595,2.1246906889277497,10.947131791188454,0.347296399175022,27.50463068041337,2.5638052150246864,75.63105591012385,1.080232346049236,-7.381823217800658,1.473800816534478,45.02676424950177,2.5693951788034752,-1.7722044887496864,1.4004946251719472,-0.16041846875599805,-22.97508691386991,23.487924325848955,10.178966488471357,-74.12510398702057,84.30407047549193,-0.057637815010738606,0.056670957675092205,0.026545700709433854,-0.1711827618036749,0.19772846251310874,3.3854352363470412,7.084970934347191,14.484978772208706,-15.320533336211028,29.805512108419734,0.004628384996715612,0.008015953388505205,0.04012417421351301,0.0,0.04012417421351301,38.516159867496654,20.943706756832093,76.80545956433777,10.599835392013432,66.20562417232433,18.711267642377393,15.689334816882825,47.59615942830524,-8.855624034335136,56.45178346264038,-4.500625356096929,3.1058655534868427,2.7902330725589355,-11.694893386285688,14.485126458844624
0001/0001-0002_right_0-102_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,103,4.294239168339203,0.0,14.079241546141375,0.0,2.2855950670487744,0.0,27.795370046760524,0.0,75.99625849091413,0.0,-8.232891979448482,0.0,38.96003383989654,0.0,-5.2519340871786735,0.10621763956079144,-0.16662874457699792,-21.075253145317962,19.55841760773451,5.6428419881228065,-66.44988835621254,72.09273034433535,-0.05652679603730662,0.05031220451055994,0.01481609598891196,-0.16662874457699792,0.18144484056590987,-2.626948079814552,6.34398646340479,16.839797359551127,-19.807739594844563,36.64753695439569,0.023453406822852577,0.026694229565791046,0.09182847858830959,0.0,0.09182847858830959,30.474905960642644,21.795876264437936,75.99625849091413,-4.580141459532143,80.57639995044627,8.125471701618837,15.25781956280402,38.96003383989654,-23.351338059734076,62.311371899630615,1.7629128566511336,2.983190673109565,6.942312466794334,-4.022274185973179,10.964586652767514
0002/0002-0001_left_676-859_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,184,6.731153668925629,0.0,16.76001770231639,0.0,14.588106467883847,0.0,6.302324972497473,0.0,75.78971549467363,0.0,-16.267400636531818,0.0,36.58019344405773,0.0,-7.047838720067211,7.332878519892078,-0.16043912007224917,-22.889116068637765,24.249144377271357,16.419298065711356,-89.62607060664224,106.0453686723536,-0.05437738339643161,0.05409787137822412,0.042917430620769026,-0.17245700663722416,0.21537443725799318,-3.1784451995840954,9.130797352692607,16.76001770231639,-35.97575047383373,52.73576817615012,0.003151957170120079,0.008276302751682016,0.04731483046658786,0.0,0.04731483046658786,31.76763912046326,19.58248058393543,78.69150901428753,6.302324972497473,72.38918404179006,13.108130685214165,14.404723083580537,37.33274941244326,-16.267400636531818,53.60015004897508,0.502471262845325,5.077387874189484,9.620363855021038,-9.829658558159116,19.450022413180154
0002/0002-0001_right_10-149_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,140,16.744877722033195,3.9462673910704353,12.68291723219091,1.8733667267633862,5.738637683652456,1.8249024385467578,4.546980429447444,1.5156396753101262,28.311442955685663,17.681280501046103,-12.308016603098551,8.184942036241736,15.340600947782775,16.095797988349744,-0.6074508688237704,1.8562908819419492,-0.09008310599210123,-15.56846243055985,27.00055801183882,28.033802655214288,-86.14566609834588,114.17946875356017,-0.035143329279152,0.05896471168414226,0.06416688115715814,-0.16153995350332787,0.22570683466048602,4.5644382868903906,11.572126459411162,24.070127936572078,-31.373069296209437,55.443197232781515,0.051651204200145046,0.038257918999881804,0.13407242905348826,0.0,0.13407242905348826,27.788128689982468,21.97196386239796,71.79542456256634,3.031340754137318,68.76408380842902,7.937160021872199,14.87981270913826,38.72445430121405,-20.492958639340287,59.21741294055434,0.7604887049623582,3.4001459109108985,7.730756063893413,-8.25087856751617,15.981634631409582
0002/0002-0002_backward_487-812_filtered_pose,-0.7464545131963642,12.025168203793235,45.385807494486116,-24.334648918507543,69.72045641299366,3.831641084306296,12.311689070923624,11.209095488214952,47.56296313303151,83.45941346712634,-86.02488627680508,169.48429974393142,31.145891902965616,37.43190220980487,-1.7294855979166361,3.6240348489280767,9.102298197690551,-12.286340771630565,21.388638969321114,-0.5495373932549888,3.4983872304476935,-0.743670904797544,2.4389440816403583,9.480753907016883,-6.917946842713708,16.39870074973059,-1.6758622193484918,1.7398477614786805,19.3154381508793,15.79861205895688,67.08465236380106,-13.530078398865136,80.6147307626662,19.69102381694108,17.007012787539495,0.15837633465669076,0.12251739090761764,0.46054056975519975,-0.11697789697982292,0.5775184667350226,0.15957901265777716,0.1279985935954245,45,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002/0002-0002_forward_0-339_filtered_pose,-11.482378716219724,11.848696061295472,19.928189421612466,-35.87738683028067,55.805576251893136,-14.575819912202084,10.90607010205517,-28.77910918505645,14.507789963615505,17.968501713490678,-54.63806452951665,72.60656624300732,-32.77759866166514,12.878649769846024,0.8382519973472794,2.0661181897418848,4.997496221559938,-6.690348528223329,11.687844749783267,0.7353029966889735,2.0695364535585217,6.002659003327204,178.26502693835053,179.99811615585182,-179.9928263111193,359.9909424669711,-48.49115032393024,171.85319988630056,3.8291299684167184,9.601102162442722,33.860329100117504,-16.508043521626764,50.36837262174427,6.155492145808522,10.551257872962308,-0.03272952615334756,0.08231234571555618,0.1420749733822518,-0.2785851425448683,0.42066011592712016,-0.05265622656138669,0.0901829244901066,45,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003/0003-0001_left_498-633_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,136,11.128347607758357,0.0,12.514200967836757,0.0,9.057970054547894,0.0,8.863093551144402,0.0,64.3204666389204,0.0,-12.175979925654616,0.0,42.22049330327212,0.0,-1.0963632637704919,0.7115730594986157,-0.1502659108928767,-17.298638360829955,29.291867298588404,30.92140034289217,-81.17420222110447,112.09560256399664,-0.04110080457492148,0.06826655769324722,0.07761835774617924,-0.16047012599107638,0.2380884837372556,2.7285911398890925,9.158705092672367,14.637177925233757,-24.048431025629114,38.68560895086287,0.016823544053914927,0.024892247761657695,0.09160196118572397,0.0,0.09160196118572397,30.60328521808654,18.14173893339887,69.13692738022446,3.2762127727550308,65.86071460746943,16.711181087835534,16.065830136748612,44.036775531662386,-12.175979925654616,56.212755457317,-4.623916639412805,4.55369164051919,4.284848155742323,-16.78519211695462,21.070040272696943
0003/0003-0001_right_135-255_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,121,3.195827388100639,0.0,15.884622668456927,0.0,4.568781980650925,0.0,2.6706994011989593,0.0,62.642767080558414,0.0,-18.39112313998706,0.0,40.25746371198713,0.0,-1.658727948470446,0.3820838743245739,-0.16073992763976516,-18.950534222761934,29.030638947314316,36.797710025059,-88.81491206414901,125.612622089208,-0.044573442031348026,0.06417959209749977,0.09179936753002829,-0.16493185918302491,0.2567312267130532,-0.9050847266736116,10.90078008061189,22.044343611397593,-33.462531326243734,55.50687493764133,0.03134788217491958,0.0340473810913539,0.12508337616454254,0.0,0.12508337616454254,22.52606587275066,19.30960815375057,71.03939653702375,-3.5156184942564437,74.55501503128019,7.409574459982761,17.711501678837728,40.25746371198713,-21.334660331465585,61.59212404345271,-3.6944724303644922,3.89388878063957,4.568898645397469,-11.043127747284837,15.612026392682306
